"aqExample"
"20180701 - 20180731"
"SO4"
""
"IMPROVE"
"network","stat_id","lat","lon","row","col","ob_dates","ob_datee","ob_hour","month","SO4_ob","SO4_mod","POCode","state","county","stat_id_noPOC"
"IMPROVE","CACR11",34.4544,-94.1429,"094","235",2018-07-25,2018-07-25,"00",7,1.1328,0.99164,"1","AR"," Polk","CACR1"
"IMPROVE","CACR11",34.4544,-94.1429,"094","235",2018-07-28,2018-07-28,"00",7,1.3122,1.1132,"1","AR"," Polk","CACR1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-01,2018-07-01,"00",7,0.17052,0.34048,"1","UT"," San Juan","CANY1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-04,2018-07-04,"00",7,0.47953,0.42381,"1","UT"," San Juan","CANY1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-07,2018-07-07,"00",7,0.43044,0.44286,"1","UT"," San Juan","CANY1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-10,2018-07-10,"00",7,0.50996,0.39834,"1","UT"," San Juan","CANY1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-13,2018-07-13,"00",7,0.33622,0.20501,"1","UT"," San Juan","CANY1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-16,2018-07-16,"00",7,0.29892,0.18216,"1","UT"," San Juan","CANY1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-19,2018-07-19,"00",7,0.58601,0.30643,"1","UT"," San Juan","CANY1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-22,2018-07-22,"00",7,0.48812,0.39502,"1","UT"," San Juan","CANY1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-25,2018-07-25,"00",7,0.47087,0.32929,"1","UT"," San Juan","CANY1"
"IMPROVE","CANY11",38.4587,-109.821,"137","121",2018-07-28,2018-07-28,"00",7,0.39013,0.35269,"1","UT"," San Juan","CANY1"
"IMPROVE","CAPI11",38.3022,-111.2926,"137","111",2018-07-01,2018-07-01,"00",7,0.21834,0.3441,"1","UT"," Wayne","CAPI1"
"IMPROVE","CAPI11",38.3022,-111.2926,"137","111",2018-07-04,2018-07-04,"00",7,0.47997,0.40856,"1","UT"," Wayne","CAPI1"
"IMPROVE","CAPI11",38.3022,-111.2926,"137","111",2018-07-07,2018-07-07,"00",7,0.54863,0.36074,"1","UT"," Wayne","CAPI1"
"IMPROVE","CAPI11",38.3022,-111.2926,"137","111",2018-07-16,2018-07-16,"00",7,0.3666,0.34155,"1","UT"," Wayne","CAPI1"
"IMPROVE","CAPI11",38.3022,-111.2926,"137","111",2018-07-19,2018-07-19,"00",7,0.61874,0.29277,"1","UT"," Wayne","CAPI1"
"IMPROVE","CAPI11",38.3022,-111.2926,"137","111",2018-07-22,2018-07-22,"00",7,0.53892,0.27378,"1","UT"," Wayne","CAPI1"
"IMPROVE","CAPI11",38.3022,-111.2926,"137","111",2018-07-25,2018-07-25,"00",7,0.45199,0.26036,"1","UT"," Wayne","CAPI1"
"IMPROVE","CAPI11",38.3022,-111.2926,"137","111",2018-07-28,2018-07-28,"00",7,0.49316,0.39996,"1","UT"," Wayne","CAPI1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-01,2018-07-01,"00",7,0.87143,0.45887,"1","NM"," Eddy","CAVE1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-04,2018-07-04,"00",7,1.4453,0.57552,"1","NM"," Eddy","CAVE1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-07,2018-07-07,"00",7,1.0971,0.54467,"1","NM"," Eddy","CAVE1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-10,2018-07-10,"00",7,2.3688,0.65345,"1","NM"," Eddy","CAVE1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-13,2018-07-13,"00",7,0.706,0.29386,"1","NM"," Eddy","CAVE1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-16,2018-07-16,"00",7,1.0921,0.79428,"1","NM"," Eddy","CAVE1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-19,2018-07-19,"00",7,1.0378,0.61632,"1","NM"," Eddy","CAVE1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-22,2018-07-22,"00",7,1.5413,0.77499,"1","NM"," Eddy","CAVE1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-25,2018-07-25,"00",7,1.4253,1.1899,"1","NM"," Eddy","CAVE1"
"IMPROVE","CAVE11",32.1783,-104.44376,"075","155",2018-07-28,2018-07-28,"00",7,1.9632,1.1652,"1","NM"," Eddy","CAVE1"
"IMPROVE","CEBL11",38.7701,-99.7634,"133","194",2018-07-01,2018-07-01,"00",7,0.18993,0.39332,"1","KS"," Trego","CEBL1"
"IMPROVE","CEBL11",38.7701,-99.7634,"133","194",2018-07-04,2018-07-04,"00",7,1.5471,1.0175,"1","KS"," Trego","CEBL1"
"IMPROVE","CEBL11",38.7701,-99.7634,"133","194",2018-07-07,2018-07-07,"00",7,1.1305,0.91949,"1","KS"," Trego","CEBL1"
"IMPROVE","CEBL11",38.7701,-99.7634,"133","194",2018-07-22,2018-07-22,"00",7,0.94101,0.93573,"1","KS"," Trego","CEBL1"
"IMPROVE","CEBL11",38.7701,-99.7634,"133","194",2018-07-25,2018-07-25,"00",7,1.3564,1.4181,"1","KS"," Trego","CEBL1"
"IMPROVE","CEBL11",38.7701,-99.7634,"133","194",2018-07-28,2018-07-28,"00",7,0.52175,1.0603,"1","KS"," Trego","CEBL1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-01,2018-07-01,"00",7,0.90342,0.47782,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-04,2018-07-04,"00",7,1.0827,0.72119,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-07,2018-07-07,"00",7,0.6435,0.69775,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-10,2018-07-10,"00",7,0.85078,0.80831,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-13,2018-07-13,"00",7,1.1961,0.57497,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-16,2018-07-16,"00",7,0.84657,0.51643,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-19,2018-07-19,"00",7,0.8523,0.21755,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-22,2018-07-22,"00",7,2.055,1.3507,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-25,2018-07-25,"00",7,1.6198,0.47448,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHAS11",28.7484,-82.5549,"050","332",2018-07-28,2018-07-28,"00",7,1.5145,1.4195,"1","FL"," Citrus","CHAS1"
"IMPROVE","CHIR11",32.0094,-109.389,"077","116",2018-07-01,2018-07-01,"00",7,0.41739,0.46741,"1","AZ"," Cochise","CHIR1"
"IMPROVE","CHIR11",32.0094,-109.389,"077","116",2018-07-04,2018-07-04,"00",7,0.69713,0.42824,"1","AZ"," Cochise","CHIR1"
"IMPROVE","CHIR11",32.0094,-109.389,"077","116",2018-07-07,2018-07-07,"00",7,0.90196,0.50637,"1","AZ"," Cochise","CHIR1"
"IMPROVE","CHIR11",32.0094,-109.389,"077","116",2018-07-10,2018-07-10,"00",7,0.95593,0.58418,"1","AZ"," Cochise","CHIR1"
"IMPROVE","CHIR11",32.0094,-109.389,"077","116",2018-07-13,2018-07-13,"00",7,0.79953,0.13124,"1","AZ"," Cochise","CHIR1"
"IMPROVE","CHIR11",32.0094,-109.389,"077","116",2018-07-16,2018-07-16,"00",7,1.0316,0.24436,"1","AZ"," Cochise","CHIR1"
"IMPROVE","CHIR11",32.0094,-109.389,"077","116",2018-07-19,2018-07-19,"00",7,0.9385,0.38884,"1","AZ"," Cochise","CHIR1"
"IMPROVE","CHIR11",32.0094,-109.389,"077","116",2018-07-22,2018-07-22,"00",7,0.92199,0.34017,"1","AZ"," Cochise","CHIR1"
"IMPROVE","COHU11",34.7852,-84.6265,"103","307",2018-07-01,2018-07-01,"00",7,0.92637,0.40925,"1","GA"," Murray","COHU1"
"IMPROVE","COHU11",34.7852,-84.6265,"103","307",2018-07-07,2018-07-07,"00",7,0.71025,0.27641,"1","GA"," Murray","COHU1"
"IMPROVE","COHU11",34.7852,-84.6265,"103","307",2018-07-10,2018-07-10,"00",7,1.0453,0.65857,"1","GA"," Murray","COHU1"
"IMPROVE","COHU11",34.7852,-84.6265,"103","307",2018-07-13,2018-07-13,"00",7,2.1609,1.2466,"1","GA"," Murray","COHU1"
"IMPROVE","COHU11",34.7852,-84.6265,"103","307",2018-07-16,2018-07-16,"00",7,1.2268,0.5706,"1","GA"," Murray","COHU1"
"IMPROVE","COHU11",34.7852,-84.6265,"103","307",2018-07-19,2018-07-19,"00",7,1.4363,0.98376,"1","GA"," Murray","COHU1"
"IMPROVE","COHU11",34.7852,-84.6265,"103","307",2018-07-22,2018-07-22,"00",7,1.4785,1.1142,"1","GA"," Murray","COHU1"
"IMPROVE","COHU11",34.7852,-84.6265,"103","307",2018-07-28,2018-07-28,"00",7,1.4119,0.95015,"1","GA"," Murray","COHU1"
"IMPROVE","CORI11",45.6644,-121.0008,"217","060",2018-07-01,2018-07-01,"00",7,0.21089,0.53557,"1","WA"," Klickitat","CORI1"
"IMPROVE","CORI11",45.6644,-121.0008,"217","060",2018-07-04,2018-07-04,"00",7,0.25989,0.20023,"1","WA"," Klickitat","CORI1"
"IMPROVE","CORI11",45.6644,-121.0008,"217","060",2018-07-07,2018-07-07,"00",7,0.36953,0.51228,"1","WA"," Klickitat","CORI1"
"IMPROVE","CORI11",45.6644,-121.0008,"217","060",2018-07-13,2018-07-13,"00",7,0.37755,0.45945,"1","WA"," Klickitat","CORI1"
"IMPROVE","CORI11",45.6644,-121.0008,"217","060",2018-07-16,2018-07-16,"00",7,0.55136,0.44894,"1","WA"," Klickitat","CORI1"
"IMPROVE","CORI11",45.6644,-121.0008,"217","060",2018-07-19,2018-07-19,"00",7,0.53686,0.66946,"1","WA"," Klickitat","CORI1"
"IMPROVE","CORI11",45.6644,-121.0008,"217","060",2018-07-22,2018-07-22,"00",7,0.51606,0.30125,"1","WA"," Klickitat","CORI1"
"IMPROVE","CORI11",45.6644,-121.0008,"217","060",2018-07-25,2018-07-25,"00",7,0.50163,0.42886,"1","WA"," Klickitat","CORI1"
"IMPROVE","CORI11",45.6644,-121.0008,"217","060",2018-07-28,2018-07-28,"00",7,0.4298,0.64276,"1","WA"," Klickitat","CORI1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-01,2018-07-01,"00",7,0.19709,0.36862,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-04,2018-07-04,"00",7,0.36044,0.28697,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-07,2018-07-07,"00",7,0.21136,0.42483,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-10,2018-07-10,"00",7,0.15516,0.42446,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-13,2018-07-13,"00",7,0.17876,0.33894,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-16,2018-07-16,"00",7,0.34659,0.34995,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-19,2018-07-19,"00",7,0.23607,0.42036,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-22,2018-07-22,"00",7,0.4421,0.34416,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-25,2018-07-25,"00",7,0.70215,0.38431,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRLA11",42.8958,-122.1361,"195","046",2018-07-28,2018-07-28,"00",7,0.30494,0.39087,"1","OR"," Klamath","CRLA1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-01,2018-07-01,"00",7,0.17333,0.31259,"1","ID"," Butte","CRMO1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-04,2018-07-04,"00",7,0.25475,0.34768,"1","ID"," Butte","CRMO1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-07,2018-07-07,"00",7,0.53407,0.31862,"1","ID"," Butte","CRMO1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-10,2018-07-10,"00",7,0.38307,0.36355,"1","ID"," Butte","CRMO1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-13,2018-07-13,"00",7,0.13553,0.28831,"1","ID"," Butte","CRMO1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-16,2018-07-16,"00",7,0.28557,0.29042,"1","ID"," Butte","CRMO1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-19,2018-07-19,"00",7,0.25005,0.35447,"1","ID"," Butte","CRMO1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-22,2018-07-22,"00",7,0.30886,0.30513,"1","ID"," Butte","CRMO1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-25,2018-07-25,"00",7,0.45926,0.33073,"1","ID"," Butte","CRMO1"
"IMPROVE","CRMO11",43.4605,-113.5551,"187","103",2018-07-28,2018-07-28,"00",7,0.61112,0.2804,"1","ID"," Butte","CRMO1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-01,2018-07-01,"00",7,1.3743,0.54031,"1","CA"," Kern","DOME1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-04,2018-07-04,"00",7,0.77995,0.38508,"1","CA"," Kern","DOME1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-07,2018-07-07,"00",7,1.7013,0.44378,"1","CA"," Kern","DOME1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-10,2018-07-10,"00",7,0.96233,0.47147,"1","CA"," Kern","DOME1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-13,2018-07-13,"00",7,1.5405,0.39901,"1","CA"," Kern","DOME1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-16,2018-07-16,"00",7,1.676,0.40925,"1","CA"," Kern","DOME1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-19,2018-07-19,"00",7,1.4634,0.46396,"1","CA"," Kern","DOME1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-22,2018-07-22,"00",7,1.7409,0.47525,"1","CA"," Kern","DOME1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-25,2018-07-25,"00",7,1.7562,0.44898,"1","CA"," Kern","DOME1"
"IMPROVE","DOME11",35.7278,-118.1377,"123","057",2018-07-28,2018-07-28,"00",7,1.2339,0.54864,"1","CA"," Kern","DOME1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-01,2018-07-01,"00",7,1.2557,0.8275,"1","WV"," Tucker","DOSO1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-04,2018-07-04,"00",7,1.5105,0.89359,"1","WV"," Tucker","DOSO1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-07,2018-07-07,"00",7,0.26819,0.4012,"1","WV"," Tucker","DOSO1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-10,2018-07-10,"00",7,3.0796,2.6902,"1","WV"," Tucker","DOSO1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-13,2018-07-13,"00",7,1.1055,1.018,"1","WV"," Tucker","DOSO1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-16,2018-07-16,"00",7,1.16,0.79637,"1","WV"," Tucker","DOSO1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-19,2018-07-19,"00",7,1.4534,1.1798,"1","WV"," Tucker","DOSO1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-22,2018-07-22,"00",7,0.52403,0.27525,"1","WV"," Tucker","DOSO1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-25,2018-07-25,"00",7,1.4584,0.79854,"1","WV"," Tucker","DOSO1"
"IMPROVE","DOSO11",39.1053,-79.4261,"148","338",2018-07-28,2018-07-28,"00",7,1.0792,1.2251,"1","WV"," Tucker","DOSO1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-01,2018-07-01,"00",7,2.5855,2.4301,"1","ON","-999","EGBE1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-04,2018-07-04,"00",7,1.2133,1.0263,"1","ON","-999","EGBE1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-07,2018-07-07,"00",7,0.15462,0.47221,"1","ON","-999","EGBE1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-10,2018-07-10,"00",7,0.35647,0.76558,"1","ON","-999","EGBE1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-13,2018-07-13,"00",7,0.74229,0.91587,"1","ON","-999","EGBE1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-16,2018-07-16,"00",7,1.5979,1.7885,"1","ON","-999","EGBE1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-19,2018-07-19,"00",7,0.60121,0.56987,"1","ON","-999","EGBE1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-22,2018-07-22,"00",7,0.4173,0.25157,"1","ON","-999","EGBE1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-25,2018-07-25,"00",7,0.85411,1.6787,"1","ON","-999","EGBE1"
"IMPROVE","EGBE11",44.23115,-79.78322,"194","327",2018-07-28,2018-07-28,"00",7,0.2137,0.18036,"1","ON","-999","EGBE1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-01,2018-07-01,"00",7,1.0336,0.69348,"1","FL","Dade","EVER1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-04,2018-07-04,"00",7,1.1049,0.74928,"1","FL","Dade","EVER1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-07,2018-07-07,"00",7,1.0825,0.81632,"1","FL","Dade","EVER1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-10,2018-07-10,"00",7,1.3293,0.54303,"1","FL","Dade","EVER1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-13,2018-07-13,"00",7,0.69443,0.30781,"1","FL","Dade","EVER1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-16,2018-07-16,"00",7,1.5776,0.8493,"1","FL","Dade","EVER1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-19,2018-07-19,"00",7,0.95716,1.3303,"1","FL","Dade","EVER1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-22,2018-07-22,"00",7,1.9163,1.2414,"1","FL","Dade","EVER1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-25,2018-07-25,"00",7,6.3014,2.9839,"1","FL","Dade","EVER1"
"IMPROVE","EVER11",25.391,-80.6806,"021","352",2018-07-28,2018-07-28,"00",7,1.0185,0.50929,"1","FL","Dade","EVER1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-01,2018-07-01,"00",7,0.57354,0.73558,"1","WI"," Forest","FCPC1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-04,2018-07-04,"00",7,1.7878,1.2876,"1","WI"," Forest","FCPC1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-07,2018-07-07,"00",7,0.24119,0.57487,"1","WI"," Forest","FCPC1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-10,2018-07-10,"00",7,0.11828,0.33959,"1","WI"," Forest","FCPC1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-13,2018-07-13,"00",7,0.48722,0.49718,"1","WI"," Forest","FCPC1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-16,2018-07-16,"00",7,0.36146,0.33301,"1","WI"," Forest","FCPC1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-19,2018-07-19,"00",7,0.69921,0.77489,"1","WI"," Forest","FCPC1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-22,2018-07-22,"00",7,0.71444,0.67002,"1","WI"," Forest","FCPC1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-25,2018-07-25,"00",7,0.27387,0.30504,"1","WI"," Forest","FCPC1"
"IMPROVE","FCPC11",45.56495,-88.80838,"198","267",2018-07-28,2018-07-28,"00",7,0.16432,0.45135,"1","WI"," Forest","FCPC1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-01,2018-07-01,"00",7,0.15192,0.19555,"1","MT"," Lake","FLAT1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-04,2018-07-04,"00",7,0.12014,0.098425,"1","MT"," Lake","FLAT1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-07,2018-07-07,"00",7,0.27565,0.39417,"1","MT"," Lake","FLAT1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-10,2018-07-10,"00",7,0.23962,0.39766,"1","MT"," Lake","FLAT1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-13,2018-07-13,"00",7,0.13624,0.30374,"1","MT"," Lake","FLAT1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-16,2018-07-16,"00",7,0.20544,0.35439,"1","MT"," Lake","FLAT1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-19,2018-07-19,"00",7,0.36741,0.49831,"1","MT"," Lake","FLAT1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-22,2018-07-22,"00",7,0.28458,0.16769,"1","MT"," Lake","FLAT1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-25,2018-07-25,"00",7,0.38592,0.3321,"1","MT"," Lake","FLAT1"
"IMPROVE","FLAT11",47.7734,-114.269,"227","106",2018-07-28,2018-07-28,"00",7,0.40994,0.36414,"1","MT"," Lake","FLAT1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-01,2018-07-01,"00",7,0.16265,0.29604,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-04,2018-07-04,"00",7,0.438,0.41287,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-07,2018-07-07,"00",7,0.49336,0.40812,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-10,2018-07-10,"00",7,0.39312,0.43364,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-13,2018-07-13,"00",7,0.46414,0.33181,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-16,2018-07-16,"00",7,0.41884,0.32537,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-19,2018-07-19,"00",7,0.42198,0.25695,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-22,2018-07-22,"00",7,0.3983,0.34962,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-25,2018-07-25,"00",7,0.4383,0.32608,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FLTO11",39.9153,-107.6345,"148","139",2018-07-28,2018-07-28,"00",7,0.42893,0.3461,"1","CO"," Rio Blanco","FLTO1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-01,2018-07-01,"00",7,0.1907,0.23758,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-04,2018-07-04,"00",7,0.24792,0.53263,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-07,2018-07-07,"00",7,0.4226,0.50319,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-10,2018-07-10,"00",7,0.73099,0.78112,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-13,2018-07-13,"00",7,0.51354,0.76113,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-16,2018-07-16,"00",7,0.56036,0.38745,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-19,2018-07-19,"00",7,0.50424,0.47007,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-22,2018-07-22,"00",7,0.24437,0.46086,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-25,2018-07-25,"00",7,0.3701,0.58632,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FOPE11",48.308,-105.1022,"224","163",2018-07-28,2018-07-28,"00",7,1.9735,1.3642,"1","MT"," Roosevelt","FOPE1"
"IMPROVE","FRES11",36.7818,-119.7732,"136","047",2018-07-13,2018-07-13,"00",7,1.2834,0.51744,"1","CA"," Fresno","FRES1"
"IMPROVE","FRES11",36.7818,-119.7732,"136","047",2018-07-16,2018-07-16,"00",7,1.1773,0.57139,"1","CA"," Fresno","FRES1"
"IMPROVE","FRES11",36.7818,-119.7732,"136","047",2018-07-19,2018-07-19,"00",7,1.4879,0.65776,"1","CA"," Fresno","FRES1"
"IMPROVE","FRES11",36.7818,-119.7732,"136","047",2018-07-22,2018-07-22,"00",7,1.0719,0.60547,"1","CA"," Fresno","FRES1"
"IMPROVE","FRES11",36.7818,-119.7732,"136","047",2018-07-25,2018-07-25,"00",7,1.0023,0.48564,"1","CA"," Fresno","FRES1"
"IMPROVE","FRES11",36.7818,-119.7732,"136","047",2018-07-28,2018-07-28,"00",7,1.3115,0.81099,"1","CA"," Fresno","FRES1"
"IMPROVE","FRRE11",39.7058,-79.0122,"154","340",2018-07-01,2018-07-01,"00",7,1.7157,1.0485,"1","MD"," Garrett","FRRE1"
"IMPROVE","FRRE11",39.7058,-79.0122,"154","340",2018-07-07,2018-07-07,"00",7,0.21787,0.40666,"1","MD"," Garrett","FRRE1"
"IMPROVE","FRRE11",39.7058,-79.0122,"154","340",2018-07-10,2018-07-10,"00",7,2.4941,2.179,"1","MD"," Garrett","FRRE1"
